society_id,society_name,ethnic_group,region,chapter,subsistence_type,institution_type,documentation_quality,source_ethnographers,source_book,EA072_clubs_associations,dplace_matched,notes,C01_transformation_symbolism,C01_transformation_symbolism_numeric,C01_transformation_symbolism_evidence,C02_feasting,C02_feasting_numeric,C02_feasting_evidence,C03_exotic_prestige_materials,C03_exotic_prestige_materials_numeric,C03_exotic_prestige_materials_evidence,C04_spatial_liminality,C04_spatial_liminality_numeric,C04_spatial_liminality_evidence,C05_long_duration_institutional,C05_long_duration_institutional_numeric,C05_long_duration_institutional_evidence,C06_burial_absence,C06_burial_absence_numeric,C06_burial_absence_evidence,C07_special_structure,C07_special_structure_numeric,C07_special_structure_evidence,C08_remote_locations,C08_remote_locations_numeric,C08_remote_locations_evidence,C09_ritual_paraphernalia_cache,C09_ritual_paraphernalia_cache_numeric,C09_ritual_paraphernalia_cache_evidence,C10_power_animal_iconography,C10_power_animal_iconography_numeric,C10_power_animal_iconography_evidence,C11_interaction_sphere,C11_interaction_sphere_numeric,C11_interaction_sphere_evidence,criteria_met
H18_021,Hesi Society,Patwin,California,3,horticultural,secret society,rich,"Kroeber, Loeb",Hayden 2018,,False,"Sacramento Valley society with four to twelve grades, specialized roles, and four to six month training periods for initiates.",present,2,"Elaborately costumed performers impersonated spirits; bear impersonators, masked doctor god, ghost impersonation described.",present,2,"Feasting common after dances, initiations, new leaders; first fruits ceremonies demanded food from households.",present,2,"Shells, beads, obsidian blades, crystals, feathered capes used as ritual regalia and payments in restricted contexts.",partial,1,Semi-subterranean dance houses used; some ritual structures 100-300 meters from village; caves used for initiations.,present,2,Hereditary roles common; Kuksu most elaborate in Patwin area; multi-generational institutional use implied by complexity.,unclear,-1,Little burial information; cremation mentioned for members; no explicit statement separating burials from ritual loci.,present,2,Semi-subterranean earth-covered dance houses standard for secret society rituals; Patwin floor plan explicitly described.,present,2,"Separate locations 200-300 meters from village used for initiations; mountaintops, caves used for rituals and paraphernalia storage.",present,2,"Ritual paraphernalia stored in caves/rock shelters; fetish bundles, bullroarers kept secret; costumes privately owned.",present,2,"Bear, coyote, raptors common power animals; bear impersonators, were-bears, grizzly bear spirit impersonators prominent.",present,2,Kuksu adopted across multiple linguistic groups; dances purchased between groups; regional inter-tribal cooperation documented.,10
H18_022,Ghost Society (Wai-saltu),Patwin,California,3,horticultural,secret society,moderate,"Kroeber, Loeb",Hayden 2018,,False,Secret society featuring death and resurrection symbolism with exclusive membership and substantial initiation fees.,present,2,Elaborately costumed performers impersonated spirits; masked doctor god; bear impersonators; ghost dance performers.,present,2,"Feasting common after dances, initiations, new leaders; first fruits ceremonies; acorn bread/soup as special feasting foods.",present,2,"Shells, obsidian blades, crystals, beads, feathers, sacred bundles used in ritual contexts; costly feathered capes as regalia.",partial,1,"Semi-subterranean dance houses; mountain tops, caves used for rituals; some structures 100-300 meters from village.",present,2,Hereditary roles common; positions frequently hereditary; cult roots possibly thousands of years before contact.,unclear,-1,Little information on burial; only references to cremation and elaborate mourning rituals for members.,present,2,Semi-subterranean earth-covered dance/sweat houses standard for secret society rituals; Patwin floor plan explicitly described.,present,2,"Separate locations 200-300 meters from village for initiations; mountain tops, caves used for initiations and storing paraphernalia.",present,2,"Fetish bundles, bullroarers, ritual paraphernalia stored; mountain tops and caves used for storing ritual paraphernalia.",present,2,"Bear, coyote, raptors common power animals; grizzly bear impersonators; bear ceremonialism prominent across regional groups.",present,2,Kuksu adopted by multiple linguistic groups; rituals purchased between groups; regional interaction sphere explicitly noted.,10
H18_023,'Antap Society,Chumash,California,3,horticultural,secret society,rich,"Hudson, Underhay, Boscana, Gamble",Hayden 2018,,False,"Elite astronomical society with esoteric celestial knowledge, twelve officer positions, and control over calendrical and ritual knowledge.",partial,1,Lack of elaborate costumes noted; Datura used for altered states; some transformation practices implied,present,2,"Initiation feasts, inter-community feasts documented for Chumash 'Antap and related southern California societies",unclear,-1,Text mentions crystals in Northwest context; no specific exotic materials cited for 'Antap specifically,partial,1,Open plaza areas and dancing grounds used by Chumash mentioned; liminal space investment implied,present,2,Hereditary roles and multi-generational institutional structure described for southern California societies,unclear,-1,Burial practices not specifically described for 'Antap; Northwest Coast burial data not directly applicable,present,2,Ceremonial houses and dance houses described; Chumash used open plazas and dancing grounds for rituals,partial,1,Remote locations for seclusion of initiates mentioned generally; not specifically detailed for 'Antap,partial,1,Secret society paraphernalia storage mentioned broadly; Datura-based rituals imply restricted sacred objects,present,2,"Power animals including bears, raptors, sea monsters used in iconography; threatening non-prey species emphasized",present,2,Regional ritual networks explicitly described; shared ceremonies and materials across ethnic/linguistic boundaries documented,9
H18_024,Pomo Kuksu Society,Pomo,California,3,horticultural,secret society,moderate,"Loeb, Giffford",Hayden 2018,,False,"Secret society with hereditary membership, bear dancers, and specialized roles including bullroarer operators and spirit impersonators.",present,2,"Spirit impersonation with body painting, plumed headdresses, bear costumes; death/resurrection enactments; masked 'doctor' god costumes used.",present,2,Societies exacted goods for ceremonial feasts like first fruits ceremonies; inter-community feasting documented.,present,2,"Paraphernalia included shells, crystals, obsidian blades, feathered capes, beads used in ritual contexts.",partial,1,"Ritual structures located within villages but some initiations held 200-300m away; mountain tops, caves used for rituals.",present,2,Hereditary roles common; positions frequently hereditary; multi-generational use of dance houses implied by institutional structure.,unclear,-1,Little information on burial of secret society members; some cremation references; no clear separation from ritual locus stated.,present,2,"Large earth-covered semi-subterranean dance houses specifically for secret society rituals, distinct from residential architecture.",present,2,"Separate locations c.200-300 meters from village used for initiations; mountain tops, caves used for rituals and storing paraphernalia.",present,2,"Mountain tops, caves used for storing ritual paraphernalia; sacred bundles, bullroarers kept secret from non-initiates.",present,2,"Bear ceremonialism prominent; were-bears, bear impersonators; common power animals especially bear noted across groups.",present,2,Kuksu described as 'open system' exchanging traits with neighbors; inter-tribal cooperation; same ritual features shared across ethnic groups.,10
H18_025,Maidu secret societies,Maidu,California,3,horticultural,secret society,rich,"Dixon, Loeb, Kroeber",Hayden 2018,,False,Multiple societies with heads serving as village chiefs; featured singing doctors with inherited medicine bundles and specialized performers.,present,2,"Spirit impersonators, bear skins worn, members impersonated bears and dangerous spirits in ritual performances",present,2,"Feasts hosted for protection from bears, favor of spirits, harvests; winter dances with food abundance",present,2,Shell beads used as membership fees and initiation payments; woodpecker scalps charged for initiation,unclear,-1,Dance houses mentioned but no explicit description of liminal site locations like water margins or caves,present,2,"Hereditary roles, inherited paraphernalia, offices passed down; initiation every ten to twelve years across generations",unclear,-1,No explicit mention of burial practices relative to ritual loci in the text,present,2,"Dance houses explicitly mentioned for ceremonies; distinct from residential architecture, used for restricted rituals",partial,1,Kato initiatory seclusion lasted four to six months; Valley Maidu captured initiates; some isolation implied,present,2,Medicine bags/outfits inherited and kept secret; regalia purchased and stored; paraphernalia kept from non-initiates,present,2,Bear considered cult member; bear impersonations; guardian spirits as animals or fabulous monsters; dangerous animal iconography,present,2,"Kuksu, World Renewal, Toloache Cults shared across Maidu, Pomo, Patwin, Wintun, Chumash and other groups",9
H18_026,Wintun Hesi Society,Wintun,California,3,horticultural,secret society,moderate,Barrett,Hayden 2018,,False,"Complex organization with directors, singers, drummers, fire tenders, clowns, and elaborate costuming in earth-covered structures.",present,2,"Spirit impersonation with body painting, plumed headdresses, feather capes, bear costumes; death/resurrection enactments with disguises.",present,2,Societies exacted goods for ceremonial feasts like first fruits ceremonies; goods traded at mourning ceremonies.,present,2,"Paraphernalia included shells, crystals, obsidian blades, beads, claws, beaks used in ritual contexts.",partial,1,Dance houses located in villages; some initiation sites 200-300m away; mountaintops and caves also used.,present,2,Hereditary roles common; positions frequently hereditary; multi-generational use of dance houses implied.,unclear,-1,Little information on burial; references only to cremation and elaborate mourning rituals for members.,present,2,Earth-covered semi-subterranean dance/sweat houses standard structures for Kuksu/Hesi secret society rituals.,present,2,Separate initiation locations 200-300m from village with ritual structures; mountaintops and caves used for rituals.,present,2,"Caves and rock shelters used for storing ritual paraphernalia; fetish bundles, bullroarers kept secret from non-initiates.",present,2,"Bear impersonators, bear ceremonialism prominent; power animals especially bear common across groups.",present,2,Kuksu an open system exchanging traits with neighbors; inter-tribal cooperation; same power animals shared regionally.,10
H18_027,Kato Kuksu society,Kato,California,3,horticultural,secret society,moderate,Loeb,Hayden 2018,,False,Secret society with chief presiding over initiations; members could inflict sickness and served healing and protective functions.,present,2,"Spirit impersonation with body painting, plumed headdresses, bear costumes; masked doctor god; ghost impersonation with disguises.",present,2,Societies exacted goods for ceremonial feasts like first fruits ceremonies; substantial initiation fees and ritual gatherings.,present,2,"Paraphernalia included shells, crystals, obsidian blades, beads, feathered capes used in ritual contexts.",present,2,"Ritual structures semi-subterranean; some initiations at mountain tops, caves, rock shelters; separate locations 200-300m from village.",present,2,Positions frequently hereditary; dance houses maintained across generations; multi-ranked societies with purchased positions.,unclear,-1,Little information on burial; only references to cremation and elaborate mourning rituals for members.,present,2,"Large earth-covered semi-subterranean dance/sweat houses standard for Kuksu rituals, distinct from residential architecture.",present,2,Separate locations ~200-300m from village for initiations with ritual structures; mountain tops and caves used for rituals.,present,2,Caves and rock shelters used for storing ritual paraphernalia; fetish bundles and bullroarers kept secret from non-initiates.,present,2,"Bear ceremonialism prominent; were-bears, bear impersonators; power animals especially bear common across groups.",present,2,Kuksu an open system exchanging traits with neighbors; inter-tribal cooperation observed; same power animals shared regionally.,10
H18_028,Yuki ghost societies,Yuki,California,3,horticultural,secret society,thin,Kroeber,Hayden 2018,,False,Ghost-based secret society initiates reportedly worked harm on members of other tribes.,present,2,"Spirit impersonation with body painting, plumed headdresses, bear costumes, masked doctor god, ghost impersonation described.",present,2,Societies exacted goods for ceremonial feasts; first fruits ceremonies; ritual feasts explicitly mentioned.,present,2,"Paraphernalia includes shells, crystals, obsidian blades, beads; costly feathered capes and regalia noted.",present,2,"Ritual structures semi-subterranean; mountain tops, caves, rock shelters used for initiations and storing paraphernalia.",present,2,Hereditary roles common; positions frequently hereditary; multi-generational dance house use implied.,unclear,-1,Little burial information available; only references to cremation and elaborate mourning rituals mentioned.,present,2,"Semi-subterranean earth-covered dance/sweat houses standard for secret society rituals, distinct from residences.",present,2,"Separate locations 200-300 meters from village used for initiations with ritual structures, dance and camping areas.",present,2,Caves and mountain tops used for storing ritual paraphernalia; sacred bundles and fetish bundles kept secret.,present,2,"Bear ceremonialism prominent; were-bears, bear impersonators; power animals especially bear noted as common.",present,2,Kuksu an open system exchanging traits with neighbors; inter-tribal cooperation; same power animals across groups noted.,10
H18_029,Yokuts secret societies,Yokuts,California,3,horticultural,secret society,thin,Loeb,Hayden 2018,,False,Adopted Kuksu traits and participated in broader Sacramento Valley religious networks.,present,2,"Spirit impersonation with body painting, plumed headdresses, bear costumes; disguises used in dangerous esoteric activities including death/resurrection enactments",present,2,Ceremonial feasts including first fruits ceremonies; societies exacted goods from public for feasts; wealth-based reciprocal exchanges at ritual feasts,present,2,"Shells, crystals, obsidian blades, beads, sacred bundles with claws/beaks used in ritual; costly feathered capes and regalia aggregated at ritual contexts",partial,1,"Dance houses located among village houses; some ritual structures 100-300 meters from village; mountain tops, caves used for initiations and storing paraphernalia",present,2,Hereditary roles common; positions frequently hereditary; multi-generational use of same dance house; cults possibly thousands of years old before contact,unclear,-1,Little information on burial of secret society members; some references to cremation and elaborate mourning rituals; no explicit separation stated,present,2,Semi-subterranean earth-covered dance/sweat houses standard structures for secret society rituals; distinct from residential architecture; elaborate floor plans documented,present,2,"Separate locations 200-300 meters from village used for initiations with ritual structures; mountain tops, caves, rock shelters used for initiations and storing paraphernalia",present,2,"Caves and rock shelters used for storing ritual paraphernalia; sacred bundles, bullroarers, fetish bundles kept secret from non-initiates",present,2,"Bear, coyotes, and raptors common power animals; bear impersonators killed at whim; were-bears terrorized communities; claws and beaks in sacred bundles",present,2,Kuksu described as open system exchanging traits with neighboring groups; inter-tribal cooperation observed; same power animals shared regionally; traits diffused across ethnic boundaries,10
H18_030,Coast Miwok Kuksu society,Coast Miwok,California,3,horticultural,secret society,thin,Loeb,Hayden 2018,,False,Kuksu-affiliated society primarily focused on healing and ceremonial practices.,present,2,Coast Miwok Kuksu dances featured spirits arriving with fire in hair; transformation/impersonation implied,present,2,"Coast Miwok held public Kuksu dances with feasts afterward (Loeb 1932:116,118)",present,2,Coast Miwok charged entry fees of beads for society membership (Loeb 1932:113); shell bead wealth central,unclear,-1,No specific liminal site location described for Coast Miwok in the text,partial,1,Kuksu society membership loosely hereditary regionally; no explicit multi-generational site use for Coast Miwok stated,unclear,-1,No mortuary practice details provided for Coast Miwok specifically,present,2,Dance houses mentioned as distinct ceremonial structures; public dances held in brush structures regionally,partial,1,Spirits/ghosts arrived from hills at initiation ceremonies; seclusion locations not explicitly detailed for Coast Miwok,partial,1,Southeast Pomo Kuksu members had medicine/outfit bags; regalia ownership implied but not explicit for Coast Miwok,present,2,Bear impersonations prominent; dangerous bears imitated; condor dances mentioned in regional Kuksu context,present,2,"Kuksu society shared across Coast Miwok, Wappo, Pomo, Patwin, Maidu; common rituals and iconography across groups",9
H18_031,Wappo Kuksu society,Wappo,California,3,horticultural,secret society,thin,Loeb,Hayden 2018,,False,All society members called 'doctor' despite varying healing abilities; featured healing-focused ceremonies.,present,2,"Spirit impersonation with body painting, plumed headdresses, bear costumes; death/resurrection enactments; masked doctor god.",present,2,Ceremonial feasts including first fruits ceremonies; societies exacted goods from public for ritual feasts.,present,2,"Shells, crystals, obsidian blades, feathered capes, beads used as ritual paraphernalia and prestige regalia.",partial,1,Dance houses located among village houses; some ritual structures 100-300 meters from village; caves used for initiations.,present,2,Hereditary roles common; positions frequently hereditary; multi-generational use of dance houses implied.,unclear,-1,Little information on burial; references only to cremation and elaborate mourning rituals for members.,present,2,Semi-subterranean earth-covered dance/sweat houses standard for secret society rituals; distinct from residential architecture.,present,2,Separate locations 200-300 meters from village for initiations with ritual structures; mountaintops and caves used.,present,2,"Caves and mountaintops used for storing ritual paraphernalia; fetish bundles, bullroarers kept secret from non-initiates.",present,2,"Bear, coyotes, and raptors cited as common power animals; bear impersonators killed at whim; therianthropic bear ceremonialism.",present,2,Kuksu described as open system exchanging traits with neighbors; inter-tribal cooperation observed; regional networks documented.,10
H18_032,Esselen secret societies,Esselen,California,3,horticultural,secret society,thin,Kroeber,Hayden 2018,,False,Participated in broader Kuksu cult networks; limited ethnographic documentation.,partial,1,"Costumes, body painting, plumed headdresses, spirit impersonation noted; Esselen specifically in Toloache/southern area with fewer elaborate costumes.",present,2,Ceremonial feasts including first fruits ceremonies; goods exacted from public for ritual feasts explicitly mentioned.,partial,1,"Shells, crystals, obsidian blades, sacred bundles with claws/beaks mentioned as paraphernalia; Esselen-specific aggregation unclear.",present,2,"Mountain tops, caves, rock shelters used for initiations and rituals; separate locations 200-300 meters from village used.",partial,1,Hereditary roles common; positions frequently hereditary; multi-generational institutional continuity implied but Esselen-specific evidence absent.,unclear,-1,Little information on burial of secret society members; only references to cremation and elaborate mourning rituals mentioned.,present,2,Semi-subterranean earth-covered dance/sweat houses standard ritual structures; separate from residential architecture.,present,2,"Mountain tops, caves, rock shelters used for initiations; separate locations 200-300 meters from villages for initiations explicitly noted.",present,2,"Caves and rock shelters used for storing ritual paraphernalia; sacred bundles, bullroarers kept secret from non-initiates.",present,2,"Bear, coyotes, and raptors identified as common power animals in iconography; bear ceremonialism widespread across California cults.",present,2,Kuksu described as open system exchanging traits with neighbors; inter-tribal cooperation and regional organization explicitly noted.,10
H18_033,Salinan secret societies,Salinan,California,3,horticultural,secret society,thin,Kroeber,Hayden 2018,,False,Adopted Kuksu traits and participated in regional religious networks.,present,2,"Wailaki 'dangerous' costumes, bear skins worn, spirit impersonators, Kuksu members impersonated bears and spirits",present,2,"Feasts held for harvests, protection from bears, first fruits ceremonies; food demanded from households for ceremonies",present,2,Shell bead wealth described as 'cornerstone' of secret religious organizations; initiates given bead belts/necklaces,unclear,-1,No specific mention of liminal site locations like water margins or caves for Salinan specifically,partial,1,Kuksu cult adopted across generations by Salinan among others; hereditary roles mentioned for some groups in network,unclear,-1,"Text mentions burials with ~30,000 shell beads in area but no specific Salinan mortuary-ritual site separation noted",present,2,"Dance houses used for ceremonies, food given to society members in dance house; distinct from residential structures",partial,1,"Training/initiation lasted months in isolation; Kato school for initiates implied seclusion, but no specific Salinan remote sites named",present,2,"Medicine bags/'outfits', paraphernalia privately owned; dances, costumes, spirits all privately owned and kept secret from non-initiates",present,2,"Bear impersonators, grizzly bear spirit, bear considered cult member; dangerous animal spirits featured prominently",present,2,Salinan explicitly listed as adopting Kuksu Cult; rituals and paraphernalia purchased/exchanged across linguistic/cultural groups,9
H18_034,Kuksu,"Pomo, Maidu, Wintun, Miwok, Yuki, Patwin, Kato, Huchnom, Coast Miwok, Yokuts, Costanoan, Esselen, Salinan, Athabascan",American Southwest / Mesoamerica,4,complex hunter-gatherer,initiatory society,rich,"Loeb, Kroeber, Barrett, Dixon, Gifford, McLendon, Bean, Vane, Powers",Hayden 2018,,False,"Multi-community initiatory society with ranked membership, elaborate costumes featuring feathers and animal skins, foot drums, bullroarers, and sacred dance houses; involved regional ritual networks spanning thousands of people across multiple language groups.",present,2,"Spirit costumes with animal skins, horns, hooves; bear/Kuksu impersonators; masked dances across multiple groups",present,2,Elite feasting with stone ollas/mortars; long feasting tables near dance houses; inter-community ritual feasts,present,2,"Crystals, shells, obsidian, feathers, mountain lion claws, hawk beaks/claws in sacred bundles and costumes",present,2,Semi-subterranean dance houses; caves used for rituals; bush houses in hills; mountaintop shrines,present,2,Hereditary roles and memberships; dance houses inherited; multi-generational use of same ritual locations,partial,1,One Patwin dance house held 30 cremations; Maidu secret society members cremated separately from others,present,2,"Large earth-covered dance houses, sacred enclosures, men's houses, secret society headquarters distinct from residences",present,2,"Initiations 'in the hills,' mountaintop shrines, bush dance houses 200-300m outside villages, caves for rituals",present,2,"Ritual paraphernalia stored in caves, rock shelters, chief's residence; sacred bundles kept secret from non-initiates",present,2,"Bear, mountain lion, condor, eagle, hawk iconography; bear impersonators; coyote skins as altar containers",present,2,Kuksu Cult integrated hundreds of communities across language groups; ritual purchase/spread between villages; regional networks,11
H18_035,'Antap,Chumash,American Southwest / Mesoamerica,4,complex hunter-gatherer,secret society,rich,"Boscana, Hudson, Underhay, Blackburn, Gamble",Hayden 2018,,False,"Exclusive elite society organized at provincial level with representatives meeting at five-year intervals; controlled ritual temples, used Datura for vision quests, enforced compliance through fear and execution of skeptics; members included shamans and specialists.",present,2,"Feathered costumes, animal skins, coyote/bear skins used in ritual transformation; 'Antap bundles with mountain lion claws, hawk beaks",present,2,Large stone ollas and mortars used for elite feasting in 'Antap ceremonies; feasting area with hearths around siliyik enclosure,present,2,"Crystals, shells, mountain lion claws, hawk beaks/claws, imported goods in sacred bundles; feather robes as most valuable prestige items",present,2,"Siliyik in village center; rituals also at caves, rock shelters, mountaintop shrines; caves used for storage and vision quests",present,2,"Whistles/bullroarers found archaeologically in Middle Period, indicating secret society tradition thousands of years old; hereditary roles",partial,1,"One Patwin dance house contained thirty cremations; generally burials separate, but some ritual structures contained cremated remains",present,2,"Siliyik sacred enclosure, wicker-walled, restricted to 'Antap members only; purpose-built distinct from residential architecture",present,2,"Rituals in mountains, mountaintop shrines, caves/rock shelters for winter solstice; caves used for paraphernalia storage and vision quests",present,2,"Ritual paraphernalia including whistles, sun sticks, headdresses stored in dry caves, rock shelters, or chief's residence",present,2,"Sacred bundles contain mountain lion claws, hawk beaks/claws; eagles/condors buried in temples; Condor Cave rock art by 'Antap shamans",present,2,Kuksu/Toloache cults integrated hundreds of communities; required religious leaders from other groups; regional ritual and economic centers,11
H18_036,Hesi,"Wintun, Patwin",American Southwest / Mesoamerica,4,complex hunter-gatherer,initiatory society,rich,"Barrett, Kroeber, Bean, Vane",Hayden 2018,,False,"Hierarchical society with ten to twelve ranked grades requiring payments; featured elaborate ceremonies with sacred feathered poles, continuous dancing to induce altered states, clown enforcers who levied fines for norm violations.",present,2,"Hesi dancers wore feather capes, big-head headdresses, elaborate costumes; bear skins worn for killing roles",present,2,Long table for feasting located under trees near Wintun dance house; feasting associated with ceremonies,present,2,"Hesi ceremonies used feather capes, cocoon rattles, double bone whistles; shells, crystals used in related Kuksu rituals",partial,1,Dance house semi-subterranean; sacred poles inside and outside; no explicit water-margin or cave liminality for Hesi specifically,present,2,Hereditary grizzly bear roles integrated into Patwin/Wintun secret societies; institutionalized Hesi ceremonies with maintained dance houses,unclear,-1,One Patwin dance house contained thirty cremations; mortuary separation from ritual locus not clearly specified for Hesi,present,2,"Wintun dance house semi-subterranean, 20-25 feet diameter, with sacred poles, ritual paraphernalia stored inside, distinct from residential structures",partial,1,Rumsey Patwin dancers instructed 'in the hills'; no explicit remote location described specifically for Hesi/Wintun initiations,present,2,Ritual paraphernalia and gifts kept along wall behind drum in Wintun dance house; costumes stored between ceremonies,present,2,Grizzly bear hereditary roles in Patwin/Wintun societies; bear impersonators reputedly killed people; carnivore iconography in costumes,present,2,"Hesi ceremonies part of broader Kuksu Cult shared across Wintun, Patwin, Pomo, Maidu, Miwok across ethnic/linguistic boundaries",10
H18_037,Ghost Society,"Yuki, Pomo, Kato, Huchnom",American Southwest / Mesoamerica,4,complex hunter-gatherer,initiatory society,moderate,"Kroeber, Loeb, Barrett",Hayden 2018,,False,"Initiatory society involving fasting, darkness, monstrous painted figures, and ritual dramas designed to produce altered states of consciousness; sometimes served as tribal initiation, other times exclusive elite training.",present,2,"Bear dancers, animal guardian spirits, costumes acquired at high prices; bear considered society member",present,2,"Kato, Pomo, Miwok, Maidu all held feasts for initiates; large baskets of acorn soup and food in dance house",partial,1,Beaded belts and necklaces given after initiation; baskets of food; no explicit exotic materials described,unclear,-1,"Dance house mentioned but no explicit liminal site location at water margins, caves, or forest edges described",present,2,Multi-generational hereditary roles; chiefs from certain families; boys replace sponsoring members; institutionalised return,unclear,-1,No mortuary practices at ritual sites mentioned; text does not address burial contexts,present,2,Dance house explicitly mentioned as restricted ceremonial structure separate from residential use,partial,1,Kato girls trained separately; seclusion in dance house for six to twelve months mentioned for Huchnom boys,present,2,"Costumes, bullroarers kept secret from non-initiates; women prohibited from seeing bullroarers",present,2,"Bear, fabulous monsters, power animals central; non-economical species emphasized; bear is society member",present,2,Dances and costumes traded between groups including Northern Maidu; regional networks of secret societies explicitly noted,9
H18_038,World Renewal Cults,"Northwestern California groups including Yurok, Karuk, Tolowa, Sinkyone",American Southwest / Mesoamerica,4,complex hunter-gatherer,ritual sodality,moderate,"Kroeber, Bean, Vane, Nomland",Hayden 2018,,False,Network of male priests performing renewal rites; integrated regional ritual centers and economic networks; dance houses inherited within families owning secret formulas.,present,2,"Spirit impersonation, costumes for coyote/condor/hawk/bear dances; inherited roles of spirit impersonation described.",present,2,"Initiation feasts, harvest feasts, first-fruits feasts, acorn soup feasts in dance houses for hundreds described.",partial,1,"Beaded belts, necklaces given at initiation; shell used for cutting initiates; regalia as wealth displays mentioned.",unclear,-1,"Text does not describe dance house locations at water margins, caves, or forest edges specifically.",present,2,Dance houses inherited across generations; hereditary priestly roles and secret formulas owned by families across generations.,unclear,-1,Text mentions mourning rites for initiates but does not describe burial practices at or away from ritual sites.,present,2,"Dance houses purpose-built for ritual, distinct from residences; capacity up to 700 people; restricted to members.",partial,1,"Northern Maidu shamans acquired spirits in mountains; Tolowa boys lived in sweat house from age seven, but no isolated camps described.",present,2,Secret formulas owned by priests' families; costumes/regalia acquired at high prices and kept; non-initiates excluded from ceremonies.,present,2,"Coyote, grizzly bear, condor, hawk, nuthatch chosen for magical symbolism, explicitly not for food value.",present,2,Kuksu/World Renewal networks spanned multiple linguistic groups; rituals purchased/spread between villages; inter-ethnic initiations documented.,9
H18_039,Toloache Societies,"Southern California: Luiseño, Juaneño, Diegueno",American Southwest / Mesoamerica,4,complex hunter-gatherer,initiatory society,moderate,"Kroeber, Boscana",Hayden 2018,,False,Initiatory societies using Datura (Jimson weed) for vision quests and altered states; conducted in ceremonial enclosures with brush fences and sand paintings.,present,2,"Feathered costumes, animal skins, bear costumes, masks used in ritual dances and initiations",present,2,Feasting at ritual gatherings; large stone ollas and mortars used for elite feasting in 'Antap ceremonies,present,2,"Crystals, obsidian, shells, mountain lion claws, hawk beaks/claws, imported beads used in ritual bundles",present,2,"Ritual use of caves, mountaintop shrines, rock shelters; brush enclosures away from villages",present,2,Permanent ritual areas described; hereditary roles; Chumash whistles found archaeologically in Middle Period,partial,1,Eagles/condors buried within Chumash temples; cremations found in one dance house; some mortuary overlap,present,2,"Brushwork enclosures, sacred siliyik enclosures, dance houses distinct from residential structures described",present,2,"Initiates taken to mountaintops; rituals held in caves, rock shelters, and remote mountain locations",present,2,Ritual paraphernalia stored in caves/rock shelters and chief's residence; sacred bundles in coyote skins kept secret,present,2,"Mountain lion claws, hawk beaks/claws, bear skins, coyote skins, condor imagery in ritual contexts",present,2,"Toloache ceremonies shared across Luiseño, Juaneño, Diegueno; bullroarer use widespread across multiple groups",11
H18_040,Katsina Cult,Pueblo,Plains North America,5,agricultural,secret society,rich,"Ware,Parsons,Whiteley",Hayden 2018,,False,"Pan-tribal inclusive initiatory society particularly prominent in Western Pueblos, unifying villages through rain-making and ceremonial roles with membership including most community members.",present,2,"Members transform into animals (bears); masks, katsinas, patron animals central to ritual identity boundary-crossing",present,2,Initiations required heavy feasting expenditures; food redistributed; clans paraded with payments; rooms filled with food,partial,1,"Ritual paraphernalia owned by clans; fetishes controlled ceremonies; blankets, sheep as payments, but non-local materials not explicitly detailed",present,2,Caves used for initiations portrayed as rebirths; shrines at sacred places; underground kivas structurally liminal spaces,present,2,Secret societies traced to 8th-10th century CE; hereditary clan ownership of ceremonies; multi-generational kiva use documented,unclear,-1,Text mentions burial goods similar to ethnographic secret society items but does not explicitly address separation of mortuary from ritual loci,present,2,,present,2,Caves used for initiatory rebirths; long pilgrimages mentioned; shrines at remote locations accessed by ritual leaders,present,2,Clans owned fetishes and paraphernalia controlling ceremonies; ritual objects kept secret from non-initiates; stored in owned structures,present,2,"Bears (dangerous carnivores) central transformation animals; power animals, katsinas, patron animals explicitly mentioned in ritual ideology",present,2,Katsina Cult spread across Western Pueblos as pan-community sodality; Eastern Pueblo pan-tribal secret sodalities operating at inter-community level,10
H18_041,Keresan Medicine Societies,Keresan Pueblo,Plains North America,5,agricultural,secret society,rich,"White,Whiteley,Ware",Hayden 2018,,False,"Hierarchical curing and ritual societies controlling village politics and appointing political leaders, with ranked internal structure based on ritual knowledge.",present,2,Members transform into bears; masks worn to impersonate spirits; bear leg skins used in rituals,present,2,Feasting mentioned as typical ritual feature; curing societies spend days in appointed houses with ceremonies,present,2,"Shells (abalone, olivella, cowrie, conch), quartz crystals, petrified wood, imported materials used in restricted ritual contexts",present,2,"Caves, underground sipapu spaces, mountain shrines used as deliberate ritual locations at threshold categories",present,2,Multi-generational kiva maintenance by clans; hereditary ceremonial roles; caves used as shrines from late Archaic times,unclear,-1,Text mentions deceased members living on in masks but does not explicitly address burial location relative to ritual sites,present,2,"Kivas, society houses, great kivas, and moiety chambers are purpose-built structures distinct from residential architecture",present,2,Shrines and caves 6–400 miles from villages; log structure built 6 miles away; remote mountain shrines visited by society leaders,present,2,"Most sacred items cached, rarely seen, highly curated; masks stored in sipapu cave 6 miles from pueblo; paraphernalia stored in caves",present,2,"Bear iconography, cougar/snake ceramic designs, stone animal sculptures; carnivore and raptor imagery on altars and paraphernalia",present,2,Pan-tribal secret sodalities across Pueblos; shared Katsina cult; initiation in originating pueblo drawing cross-community members,10
